Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,Population density (people per sq. km of land area) (Rate)
Equatorial Guinea,GNQ,27-May-20,8.553,2017,45.19390374
Equatorial Guinea,GNQ,28-May-20,8.553,2017,45.19390374
Equatorial Guinea,GNQ,29-May-20,8.553,2017,45.19390374
Equatorial Guinea,GNQ,30-May-20,8.553,2017,45.19390374
Eritrea,ERI,31-Dec-19,,2011,44.30386139
Eritrea,ERI,01-Jan-20,,2011,44.30386139
Eritrea,ERI,02-Jan-20,,2011,44.30386139
Eritrea,ERI,03-Jan-20,,2011,44.30386139
Eritrea,ERI,04-Jan-20,,2011,44.30386139
Eritrea,ERI,05-Jan-20,,2011,44.30386139
Eritrea,ERI,06-Jan-20,,2011,44.30386139
Eritrea,ERI,07-Jan-20,,2011,44.30386139
Eritrea,ERI,08-Jan-20,,2011,44.30386139
Eritrea,ERI,09-Jan-20,,2011,44.30386139
Eritrea,ERI,10-Jan-20,,2011,44.30386139
Eritrea,ERI,11-Jan-20,,2011,44.30386139
Eritrea,ERI,12-Jan-20,,2011,44.30386139
Eritrea,ERI,13-Jan-20,,2011,44.30386139
Eritrea,ERI,14-Jan-20,,2011,44.30386139
Eritrea,ERI,15-Jan-20,,2011,44.30386139
Eritrea,ERI,16-Jan-20,,2011,44.30386139
Eritrea,ERI,17-Jan-20,,2011,44.30386139
Eritrea,ERI,18-Jan-20,,2011,44.30386139
Eritrea,ERI,19-Jan-20,,2011,44.30386139
Eritrea,ERI,20-Jan-20,,2011,44.30386139
Eritrea,ERI,21-Jan-20,,2011,44.30386139
Eritrea,ERI,22-Jan-20,,2011,44.30386139
Eritrea,ERI,23-Jan-20,,2011,44.30386139
Eritrea,ERI,24-Jan-20,,2011,44.30386139
Eritrea,ERI,25-Jan-20,,2011,44.30386139
Eritrea,ERI,26-Jan-20,,2011,44.30386139
Eritrea,ERI,27-Jan-20,,2011,44.30386139
Eritrea,ERI,28-Jan-20,,2011,44.30386139
Eritrea,ERI,29-Jan-20,,2011,44.30386139
Eritrea,ERI,30-Jan-20,,2011,44.30386139
Eritrea,ERI,31-Jan-20,,2011,44.30386139
Eritrea,ERI,01-Feb-20,,2011,44.30386139
Eritrea,ERI,02-Feb-20,,2011,44.30386139
Eritrea,ERI,03-Feb-20,,2011,44.30386139
Eritrea,ERI,04-Feb-20,,2011,44.30386139
Eritrea,ERI,05-Feb-20,,2011,44.30386139
Eritrea,ERI,06-Feb-20,,2011,44.30386139
Eritrea,ERI,07-Feb-20,,2011,44.30386139
Eritrea,ERI,08-Feb-20,,2011,44.30386139
Eritrea,ERI,09-Feb-20,,2011,44.30386139
Eritrea,ERI,10-Feb-20,,2011,44.30386139
Eritrea,ERI,11-Feb-20,,2011,44.30386139
Eritrea,ERI,12-Feb-20,,2011,44.30386139
Eritrea,ERI,13-Feb-20,,2011,44.30386139
Eritrea,ERI,14-Feb-20,,2011,44.30386139
Eritrea,ERI,15-Feb-20,,2011,44.30386139
Eritrea,ERI,16-Feb-20,,2011,44.30386139
Eritrea,ERI,17-Feb-20,,2011,44.30386139
Eritrea,ERI,18-Feb-20,,2011,44.30386139
Eritrea,ERI,19-Feb-20,,2011,44.30386139
Eritrea,ERI,20-Feb-20,,2011,44.30386139
Eritrea,ERI,21-Feb-20,,2011,44.30386139
Eritrea,ERI,22-Feb-20,,2011,44.30386139
Eritrea,ERI,23-Feb-20,,2011,44.30386139
Eritrea,ERI,24-Feb-20,,2011,44.30386139
Eritrea,ERI,25-Feb-20,,2011,44.30386139
Eritrea,ERI,26-Feb-20,,2011,44.30386139
Eritrea,ERI,27-Feb-20,,2011,44.30386139
Eritrea,ERI,28-Feb-20,,2011,44.30386139
Eritrea,ERI,29-Feb-20,,2011,44.30386139
Eritrea,ERI,01-Mar-20,,2011,44.30386139
Eritrea,ERI,02-Mar-20,,2011,44.30386139
Eritrea,ERI,03-Mar-20,,2011,44.30386139
Eritrea,ERI,04-Mar-20,,2011,44.30386139
Eritrea,ERI,05-Mar-20,,2011,44.30386139
Eritrea,ERI,06-Mar-20,,2011,44.30386139
Eritrea,ERI,07-Mar-20,,2011,44.30386139
Eritrea,ERI,08-Mar-20,,2011,44.30386139
Eritrea,ERI,09-Mar-20,,2011,44.30386139
Eritrea,ERI,10-Mar-20,,2011,44.30386139
Eritrea,ERI,11-Mar-20,,2011,44.30386139
Eritrea,ERI,12-Mar-20,,2011,44.30386139
Eritrea,ERI,13-Mar-20,,2011,44.30386139
Eritrea,ERI,14-Mar-20,,2011,44.30386139
Eritrea,ERI,15-Mar-20,,2011,44.30386139
Eritrea,ERI,16-Mar-20,,2011,44.30386139
Eritrea,ERI,17-Mar-20,,2011,44.30386139
Eritrea,ERI,18-Mar-20,,2011,44.30386139
Eritrea,ERI,19-Mar-20,,2011,44.30386139
Eritrea,ERI,20-Mar-20,,2011,44.30386139
Eritrea,ERI,21-Mar-20,,2011,44.30386139
Eritrea,ERI,22-Mar-20,0,2011,44.30386139
Eritrea,ERI,23-Mar-20,0,2011,44.30386139
Eritrea,ERI,24-Mar-20,0,2011,44.30386139
Eritrea,ERI,25-Mar-20,0,2011,44.30386139
Eritrea,ERI,26-Mar-20,0,2011,44.30386139
Eritrea,ERI,27-Mar-20,0,2011,44.30386139
Eritrea,ERI,28-Mar-20,0,2011,44.30386139
Eritrea,ERI,29-Mar-20,0,2011,44.30386139
Eritrea,ERI,30-Mar-20,0,2011,44.30386139
Eritrea,ERI,31-Mar-20,0,2011,44.30386139
Eritrea,ERI,01-Apr-20,0,2011,44.30386139
Eritrea,ERI,02-Apr-20,0,2011,44.30386139
Eritrea,ERI,03-Apr-20,0,2011,44.30386139
Eritrea,ERI,04-Apr-20,0,2011,44.30386139
Eritrea,ERI,05-Apr-20,0,2011,44.30386139
Eritrea,ERI,06-Apr-20,0,2011,44.30386139
Eritrea,ERI,07-Apr-20,0,2011,44.30386139
Eritrea,ERI,08-Apr-20,0,2011,44.30386139
Eritrea,ERI,09-Apr-20,0,2011,44.30386139
Eritrea,ERI,10-Apr-20,0,2011,44.30386139
Eritrea,ERI,11-Apr-20,0,2011,44.30386139
Eritrea,ERI,12-Apr-20,0,2011,44.30386139
Eritrea,ERI,13-Apr-20,0,2011,44.30386139
Eritrea,ERI,14-Apr-20,0,2011,44.30386139
Eritrea,ERI,15-Apr-20,0,2011,44.30386139
Eritrea,ERI,16-Apr-20,0,2011,44.30386139
Eritrea,ERI,17-Apr-20,0,2011,44.30386139
Eritrea,ERI,18-Apr-20,0,2011,44.30386139
Eritrea,ERI,19-Apr-20,0,2011,44.30386139
Eritrea,ERI,20-Apr-20,0,2011,44.30386139
Eritrea,ERI,21-Apr-20,0,2011,44.30386139
Eritrea,ERI,22-Apr-20,0,2011,44.30386139
Eritrea,ERI,23-Apr-20,0,2011,44.30386139
Eritrea,ERI,24-Apr-20,0,2011,44.30386139
Eritrea,ERI,25-Apr-20,0,2011,44.30386139
Eritrea,ERI,26-Apr-20,0,2011,44.30386139
Eritrea,ERI,27-Apr-20,0,2011,44.30386139
Eritrea,ERI,28-Apr-20,0,2011,44.30386139
Eritrea,ERI,29-Apr-20,0,2011,44.30386139
Eritrea,ERI,30-Apr-20,0,2011,44.30386139
Eritrea,ERI,01-May-20,0,2011,44.30386139
Eritrea,ERI,02-May-20,0,2011,44.30386139
Eritrea,ERI,03-May-20,0,2011,44.30386139
Eritrea,ERI,04-May-20,0,2011,44.30386139
Eritrea,ERI,05-May-20,0,2011,44.30386139
Eritrea,ERI,06-May-20,0,2011,44.30386139
Eritrea,ERI,07-May-20,0,2011,44.30386139
Eritrea,ERI,08-May-20,0,2011,44.30386139
Eritrea,ERI,09-May-20,0,2011,44.30386139
Eritrea,ERI,10-May-20,0,2011,44.30386139
Eritrea,ERI,11-May-20,0,2011,44.30386139
Eritrea,ERI,12-May-20,0,2011,44.30386139
Eritrea,ERI,13-May-20,0,2011,44.30386139
Eritrea,ERI,14-May-20,0,2011,44.30386139
Eritrea,ERI,15-May-20,0,2011,44.30386139
Eritrea,ERI,16-May-20,0,2011,44.30386139
Eritrea,ERI,17-May-20,0,2011,44.30386139
Eritrea,ERI,18-May-20,0,2011,44.30386139
Eritrea,ERI,19-May-20,0,2011,44.30386139
Eritrea,ERI,20-May-20,0,2011,44.30386139
Eritrea,ERI,21-May-20,0,2011,44.30386139
Eritrea,ERI,22-May-20,0,2011,44.30386139
Eritrea,ERI,23-May-20,0,2011,44.30386139
Eritrea,ERI,24-May-20,0,2011,44.30386139
Eritrea,ERI,25-May-20,0,2011,44.30386139
Eritrea,ERI,26-May-20,0,2011,44.30386139
Eritrea,ERI,27-May-20,0,2011,44.30386139
Eritrea,ERI,28-May-20,0,2011,44.30386139
Eritrea,ERI,29-May-20,0,2011,44.30386139
Eritrea,ERI,30-May-20,0,2011,44.30386139
Estonia,EST,31-Dec-19,0,2017,31.03279075
Estonia,EST,01-Jan-20,0,2017,31.03279075
Estonia,EST,02-Jan-20,0,2017,31.03279075
Estonia,EST,03-Jan-20,0,2017,31.03279075
Estonia,EST,04-Jan-20,0,2017,31.03279075
Estonia,EST,05-Jan-20,0,2017,31.03279075
Estonia,EST,06-Jan-20,0,2017,31.03279075
Estonia,EST,07-Jan-20,0,2017,31.03279075
Estonia,EST,08-Jan-20,0,2017,31.03279075
Estonia,EST,09-Jan-20,0,2017,31.03279075
Estonia,EST,10-Jan-20,0,2017,31.03279075
Estonia,EST,11-Jan-20,0,2017,31.03279075
Estonia,EST,12-Jan-20,0,2017,31.03279075
Estonia,EST,13-Jan-20,0,2017,31.03279075
Estonia,EST,14-Jan-20,0,2017,31.03279075
Estonia,EST,15-Jan-20,0,2017,31.03279075
Estonia,EST,16-Jan-20,0,2017,31.03279075
Estonia,EST,17-Jan-20,0,2017,31.03279075
Estonia,EST,18-Jan-20,0,2017,31.03279075
Estonia,EST,19-Jan-20,0,2017,31.03279075
Estonia,EST,20-Jan-20,0,2017,31.03279075
Estonia,EST,21-Jan-20,0,2017,31.03279075
Estonia,EST,22-Jan-20,0,2017,31.03279075
Estonia,EST,23-Jan-20,0,2017,31.03279075
Estonia,EST,24-Jan-20,0,2017,31.03279075
Estonia,EST,25-Jan-20,0,2017,31.03279075
Estonia,EST,26-Jan-20,0,2017,31.03279075
Estonia,EST,27-Jan-20,0,2017,31.03279075
Estonia,EST,28-Jan-20,0,2017,31.03279075
Estonia,EST,29-Jan-20,0,2017,31.03279075
Estonia,EST,30-Jan-20,0,2017,31.03279075
Estonia,EST,31-Jan-20,0,2017,31.03279075
Estonia,EST,01-Feb-20,0,2017,31.03279075
Estonia,EST,02-Feb-20,0,2017,31.03279075
Estonia,EST,03-Feb-20,0,2017,31.03279075
Estonia,EST,04-Feb-20,0,2017,31.03279075
Estonia,EST,05-Feb-20,0,2017,31.03279075
Estonia,EST,06-Feb-20,0,2017,31.03279075
Estonia,EST,07-Feb-20,0,2017,31.03279075
Estonia,EST,08-Feb-20,0,2017,31.03279075
Estonia,EST,09-Feb-20,0,2017,31.03279075
Estonia,EST,10-Feb-20,0,2017,31.03279075
Estonia,EST,11-Feb-20,0,2017,31.03279075
Estonia,EST,12-Feb-20,0,2017,31.03279075
Estonia,EST,13-Feb-20,0,2017,31.03279075
Estonia,EST,14-Feb-20,0,2017,31.03279075
Estonia,EST,15-Feb-20,0,2017,31.03279075
Estonia,EST,16-Feb-20,0,2017,31.03279075
Estonia,EST,17-Feb-20,0,2017,31.03279075
Estonia,EST,18-Feb-20,0,2017,31.03279075
Estonia,EST,19-Feb-20,0,2017,31.03279075
Estonia,EST,20-Feb-20,0,2017,31.03279075
Estonia,EST,21-Feb-20,0,2017,31.03279075
Estonia,EST,22-Feb-20,0,2017,31.03279075
Estonia,EST,23-Feb-20,0,2017,31.03279075
Estonia,EST,24-Feb-20,0,2017,31.03279075
Estonia,EST,25-Feb-20,0,2017,31.03279075
Estonia,EST,26-Feb-20,0,2017,31.03279075
Estonia,EST,27-Feb-20,0,2017,31.03279075
Estonia,EST,28-Feb-20,0,2017,31.03279075
Estonia,EST,29-Feb-20,0,2017,31.03279075
Estonia,EST,01-Mar-20,0,2017,31.03279075
Estonia,EST,02-Mar-20,0,2017,31.03279075
Estonia,EST,03-Mar-20,,2017,31.03279075
Estonia,EST,04-Mar-20,0,2017,31.03279075
Estonia,EST,05-Mar-20,,2017,31.03279075
Estonia,EST,06-Mar-20,0,2017,31.03279075
Estonia,EST,07-Mar-20,0,2017,31.03279075
Estonia,EST,08-Mar-20,,2017,31.03279075
Estonia,EST,09-Mar-20,,2017,31.03279075
Estonia,EST,10-Mar-20,,2017,31.03279075
Estonia,EST,11-Mar-20,0,2017,31.03279075
Estonia,EST,12-Mar-20,0,2017,31.03279075
Estonia,EST,13-Mar-20,0,2017,31.03279075
Estonia,EST,14-Mar-20,0,2017,31.03279075
Estonia,EST,15-Mar-20,0,2017,31.03279075
Estonia,EST,16-Mar-20,0,2017,31.03279075
Estonia,EST,17-Mar-20,0,2017,31.03279075
Estonia,EST,18-Mar-20,0,2017,31.03279075
Estonia,EST,19-Mar-20,0,2017,31.03279075
Estonia,EST,20-Mar-20,0,2017,31.03279075
Estonia,EST,21-Mar-20,0,2017,31.03279075
Estonia,EST,22-Mar-20,0,2017,31.03279075
Estonia,EST,23-Mar-20,0,2017,31.03279075
Estonia,EST,24-Mar-20,0,2017,31.03279075
Estonia,EST,25-Mar-20,0,2017,31.03279075
Estonia,EST,26-Mar-20,0.754,2017,31.03279075
Estonia,EST,27-Mar-20,0.754,2017,31.03279075
Estonia,EST,28-Mar-20,0.754,2017,31.03279075
Estonia,EST,29-Mar-20,0.754,2017,31.03279075
Estonia,EST,30-Mar-20,2.262,2017,31.03279075
Estonia,EST,31-Mar-20,2.262,2017,31.03279075
Estonia,EST,01-Apr-20,3.015,2017,31.03279075
Estonia,EST,02-Apr-20,3.769,2017,31.03279075
Estonia,EST,03-Apr-20,8.292,2017,31.03279075
Estonia,EST,04-Apr-20,9.046,2017,31.03279075
Estonia,EST,05-Apr-20,9.8,2017,31.03279075
Estonia,EST,06-Apr-20,11.308,2017,31.03279075
Estonia,EST,07-Apr-20,14.323,2017,31.03279075
Estonia,EST,08-Apr-20,15.831,2017,31.03279075
Estonia,EST,09-Apr-20,18.092,2017,31.03279075
Estonia,EST,10-Apr-20,18.092,2017,31.03279075
Estonia,EST,11-Apr-20,18.092,2017,31.03279075
Estonia,EST,12-Apr-20,18.092,2017,31.03279075
Estonia,EST,13-Apr-20,18.846,2017,31.03279075
Estonia,EST,14-Apr-20,21.108,2017,31.03279075
Estonia,EST,15-Apr-20,23.369,2017,31.03279075
Estonia,EST,16-Apr-20,26.384,2017,31.03279075
Estonia,EST,17-Apr-20,27.138,2017,31.03279075
Estonia,EST,18-Apr-20,28.646,2017,31.03279075
Estonia,EST,19-Apr-20,28.646,2017,31.03279075
Estonia,EST,20-Apr-20,30.154,2017,31.03279075
Estonia,EST,21-Apr-20,30.154,2017,31.03279075
Estonia,EST,22-Apr-20,32.415,2017,31.03279075
Estonia,EST,23-Apr-20,33.169,2017,31.03279075
Estonia,EST,24-Apr-20,33.923,2017,31.03279075
Estonia,EST,25-Apr-20,34.677,2017,31.03279075
Estonia,EST,26-Apr-20,34.677,2017,31.03279075
Estonia,EST,27-Apr-20,36.938,2017,31.03279075
Estonia,EST,28-Apr-20,37.692,2017,31.03279075
Estonia,EST,29-Apr-20,37.692,2017,31.03279075
Estonia,EST,30-Apr-20,37.692,2017,31.03279075
Estonia,EST,01-May-20,39.2,2017,31.03279075
Estonia,EST,02-May-20,39.2,2017,31.03279075
Estonia,EST,03-May-20,39.954,2017,31.03279075
Estonia,EST,04-May-20,41.461,2017,31.03279075
Estonia,EST,05-May-20,41.461,2017,31.03279075
Estonia,EST,06-May-20,41.461,2017,31.03279075
Estonia,EST,07-May-20,41.461,2017,31.03279075
Estonia,EST,08-May-20,42.215,2017,31.03279075
Estonia,EST,09-May-20,42.215,2017,31.03279075
Estonia,EST,10-May-20,45.23,2017,31.03279075
Estonia,EST,11-May-20,45.23,2017,31.03279075
Estonia,EST,12-May-20,45.984,2017,31.03279075
Estonia,EST,13-May-20,45.984,2017,31.03279075
Estonia,EST,14-May-20,45.984,2017,31.03279075
Estonia,EST,15-May-20,46.738,2017,31.03279075
Estonia,EST,16-May-20,47.492,2017,31.03279075
Estonia,EST,17-May-20,47.492,2017,31.03279075
Estonia,EST,18-May-20,47.492,2017,31.03279075
Estonia,EST,19-May-20,48.246,2017,31.03279075
Estonia,EST,20-May-20,48.246,2017,31.03279075
Estonia,EST,21-May-20,48.246,2017,31.03279075
Estonia,EST,22-May-20,48.246,2017,31.03279075
Estonia,EST,23-May-20,48.246,2017,31.03279075
Estonia,EST,24-May-20,48.246,2017,31.03279075
Estonia,EST,25-May-20,48.246,2017,31.03279075
Estonia,EST,26-May-20,49,2017,31.03279075
Estonia,EST,27-May-20,49,2017,31.03279075
Estonia,EST,28-May-20,49.754,2017,31.03279075
Estonia,EST,29-May-20,49.754,2017,31.03279075
Estonia,EST,30-May-20,50.507,2017,31.03279075
Ethiopia,ETH,31-Dec-19,,2017,104.957438
Ethiopia,ETH,01-Jan-20,,2017,104.957438
Ethiopia,ETH,02-Jan-20,,2017,104.957438
Ethiopia,ETH,03-Jan-20,,2017,104.957438
Ethiopia,ETH,04-Jan-20,,2017,104.957438
Ethiopia,ETH,05-Jan-20,,2017,104.957438
Ethiopia,ETH,06-Jan-20,,2017,104.957438
Ethiopia,ETH,07-Jan-20,,2017,104.957438
Ethiopia,ETH,08-Jan-20,,2017,104.957438
Ethiopia,ETH,09-Jan-20,,2017,104.957438
Ethiopia,ETH,10-Jan-20,,2017,104.957438
Ethiopia,ETH,11-Jan-20,,2017,104.957438
Ethiopia,ETH,12-Jan-20,,2017,104.957438
Ethiopia,ETH,13-Jan-20,,2017,104.957438
Ethiopia,ETH,14-Jan-20,,2017,104.957438
Ethiopia,ETH,15-Jan-20,,2017,104.957438
Ethiopia,ETH,16-Jan-20,,2017,104.957438
Ethiopia,ETH,17-Jan-20,,2017,104.957438
Ethiopia,ETH,18-Jan-20,,2017,104.957438
Ethiopia,ETH,19-Jan-20,,2017,104.957438
Ethiopia,ETH,20-Jan-20,,2017,104.957438
Ethiopia,ETH,21-Jan-20,,2017,104.957438
Ethiopia,ETH,22-Jan-20,,2017,104.957438
Ethiopia,ETH,23-Jan-20,,2017,104.957438
Ethiopia,ETH,24-Jan-20,,2017,104.957438
Ethiopia,ETH,25-Jan-20,,2017,104.957438
Ethiopia,ETH,26-Jan-20,,2017,104.957438
Ethiopia,ETH,27-Jan-20,,2017,104.957438
Ethiopia,ETH,28-Jan-20,,2017,104.957438
Ethiopia,ETH,29-Jan-20,,2017,104.957438
Ethiopia,ETH,30-Jan-20,,2017,104.957438
Ethiopia,ETH,31-Jan-20,,2017,104.957438
Ethiopia,ETH,01-Feb-20,,2017,104.957438
Ethiopia,ETH,02-Feb-20,,2017,104.957438
Ethiopia,ETH,03-Feb-20,,2017,104.957438
Ethiopia,ETH,04-Feb-20,,2017,104.957438
Ethiopia,ETH,05-Feb-20,,2017,104.957438
Ethiopia,ETH,06-Feb-20,,2017,104.957438
Ethiopia,ETH,07-Feb-20,,2017,104.957438
Ethiopia,ETH,08-Feb-20,,2017,104.957438
Ethiopia,ETH,09-Feb-20,,2017,104.957438
Ethiopia,ETH,10-Feb-20,,2017,104.957438
Ethiopia,ETH,11-Feb-20,,2017,104.957438
Ethiopia,ETH,12-Feb-20,,2017,104.957438
Ethiopia,ETH,13-Feb-20,,2017,104.957438
Ethiopia,ETH,14-Feb-20,,2017,104.957438
Ethiopia,ETH,15-Feb-20,,2017,104.957438
Ethiopia,ETH,16-Feb-20,,2017,104.957438
Ethiopia,ETH,17-Feb-20,,2017,104.957438
Ethiopia,ETH,18-Feb-20,,2017,104.957438
Ethiopia,ETH,19-Feb-20,,2017,104.957438
Ethiopia,ETH,20-Feb-20,,2017,104.957438
Ethiopia,ETH,21-Feb-20,,2017,104.957438
Ethiopia,ETH,22-Feb-20,,2017,104.957438
Ethiopia,ETH,23-Feb-20,,2017,104.957438
Ethiopia,ETH,24-Feb-20,,2017,104.957438
Ethiopia,ETH,25-Feb-20,,2017,104.957438
Ethiopia,ETH,26-Feb-20,,2017,104.957438
Ethiopia,ETH,27-Feb-20,,2017,104.957438
Ethiopia,ETH,28-Feb-20,,2017,104.957438
Ethiopia,ETH,29-Feb-20,,2017,104.957438
Ethiopia,ETH,01-Mar-20,,2017,104.957438
Ethiopia,ETH,02-Mar-20,,2017,104.957438
Ethiopia,ETH,03-Mar-20,,2017,104.957438
Ethiopia,ETH,04-Mar-20,,2017,104.957438
Ethiopia,ETH,05-Mar-20,,2017,104.957438
Ethiopia,ETH,06-Mar-20,,2017,104.957438
Ethiopia,ETH,07-Mar-20,,2017,104.957438
Ethiopia,ETH,08-Mar-20,,2017,104.957438
Ethiopia,ETH,09-Mar-20,,2017,104.957438
Ethiopia,ETH,10-Mar-20,,2017,104.957438
Ethiopia,ETH,11-Mar-20,,2017,104.957438
Ethiopia,ETH,12-Mar-20,,2017,104.957438
Ethiopia,ETH,13-Mar-20,,2017,104.957438
Ethiopia,ETH,14-Mar-20,0,2017,104.957438
Ethiopia,ETH,15-Mar-20,0,2017,104.957438
Ethiopia,ETH,16-Mar-20,0,2017,104.957438
Ethiopia,ETH,17-Mar-20,0,2017,104.957438
Ethiopia,ETH,18-Mar-20,0,2017,104.957438
Ethiopia,ETH,19-Mar-20,0,2017,104.957438
Ethiopia,ETH,20-Mar-20,0,2017,104.957438
Ethiopia,ETH,21-Mar-20,0,2017,104.957438
Ethiopia,ETH,22-Mar-20,0,2017,104.957438
Ethiopia,ETH,23-Mar-20,0,2017,104.957438
Ethiopia,ETH,24-Mar-20,0,2017,104.957438
Ethiopia,ETH,25-Mar-20,0,2017,104.957438
Ethiopia,ETH,26-Mar-20,0,2017,104.957438
Ethiopia,ETH,27-Mar-20,0,2017,104.957438
Ethiopia,ETH,28-Mar-20,0,2017,104.957438
Ethiopia,ETH,29-Mar-20,0,2017,104.957438
Ethiopia,ETH,30-Mar-20,0,2017,104.957438
Ethiopia,ETH,31-Mar-20,0,2017,104.957438
Ethiopia,ETH,01-Apr-20,0,2017,104.957438
Ethiopia,ETH,02-Apr-20,0,2017,104.957438
Ethiopia,ETH,03-Apr-20,0,2017,104.957438
Ethiopia,ETH,04-Apr-20,0,2017,104.957438
Ethiopia,ETH,05-Apr-20,0,2017,104.957438
Ethiopia,ETH,06-Apr-20,0.017,2017,104.957438
Ethiopia,ETH,07-Apr-20,0.017,2017,104.957438
Ethiopia,ETH,08-Apr-20,0.017,2017,104.957438
Ethiopia,ETH,09-Apr-20,0.017,2017,104.957438
Ethiopia,ETH,10-Apr-20,0.017,2017,104.957438
Ethiopia,ETH,11-Apr-20,0.017,2017,104.957438
Ethiopia,ETH,12-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,13-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,14-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,15-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,16-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,17-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,18-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,19-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,20-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,21-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,22-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,23-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,24-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,25-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,26-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,27-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,28-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,29-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,30-Apr-20,0.026,2017,104.957438
Ethiopia,ETH,01-May-20,0.026,2017,104.957438
Ethiopia,ETH,02-May-20,0.026,2017,104.957438
Ethiopia,ETH,03-May-20,0.026,2017,104.957438
Ethiopia,ETH,04-May-20,0.026,2017,104.957438
Ethiopia,ETH,05-May-20,0.026,2017,104.957438
Ethiopia,ETH,06-May-20,0.035,2017,104.957438
Ethiopia,ETH,07-May-20,0.035,2017,104.957438
Ethiopia,ETH,08-May-20,0.035,2017,104.957438
Ethiopia,ETH,09-May-20,0.035,2017,104.957438
Ethiopia,ETH,10-May-20,0.043,2017,104.957438
Ethiopia,ETH,11-May-20,0.043,2017,104.957438
Ethiopia,ETH,12-May-20,0.043,2017,104.957438
Ethiopia,ETH,13-May-20,0.043,2017,104.957438
Ethiopia,ETH,14-May-20,0.043,2017,104.957438
Ethiopia,ETH,15-May-20,0.043,2017,104.957438
Ethiopia,ETH,16-May-20,0.043,2017,104.957438
Ethiopia,ETH,17-May-20,0.043,2017,104.957438
Ethiopia,ETH,18-May-20,0.043,2017,104.957438
Ethiopia,ETH,19-May-20,0.043,2017,104.957438
Ethiopia,ETH,20-May-20,0.043,2017,104.957438
Ethiopia,ETH,21-May-20,0.043,2017,104.957438
Ethiopia,ETH,22-May-20,0.043,2017,104.957438
Ethiopia,ETH,23-May-20,0.043,2017,104.957438
Ethiopia,ETH,24-May-20,0.043,2017,104.957438
Ethiopia,ETH,25-May-20,0.043,2017,104.957438
Ethiopia,ETH,26-May-20,0.043,2017,104.957438
Ethiopia,ETH,27-May-20,0.052,2017,104.957438
Ethiopia,ETH,28-May-20,0.052,2017,104.957438
Ethiopia,ETH,29-May-20,0.061,2017,104.957438
Ethiopia,ETH,30-May-20,0.07,2017,104.957438
Euro area,,31-Dec-19,,2017,127.4989065
Euro area,,01-Jan-20,,2017,127.4989065
Euro area,,02-Jan-20,,2017,127.4989065
Euro area,,03-Jan-20,,2017,127.4989065
Euro area,,04-Jan-20,,2017,127.4989065
Euro area,,05-Jan-20,,2017,127.4989065
Euro area,,06-Jan-20,,2017,127.4989065
Euro area,,07-Jan-20,,2017,127.4989065
Euro area,,08-Jan-20,,2017,127.4989065
Euro area,,09-Jan-20,,2017,127.4989065
Euro area,,10-Jan-20,,2017,127.4989065
Euro area,,11-Jan-20,,2017,127.4989065
Euro area,,12-Jan-20,,2017,127.4989065
Euro area,,13-Jan-20,,2017,127.4989065
Euro area,,14-Jan-20,,2017,127.4989065
Euro area,,15-Jan-20,,2017,127.4989065
Euro area,,16-Jan-20,,2017,127.4989065
Euro area,,17-Jan-20,,2017,127.4989065
Euro area,,18-Jan-20,,2017,127.4989065
Euro area,,19-Jan-20,,2017,127.4989065
Euro area,,20-Jan-20,,2017,127.4989065
Euro area,,21-Jan-20,,2017,127.4989065
Euro area,,22-Jan-20,,2017,127.4989065
Euro area,,23-Jan-20,,2017,127.4989065
Euro area,,24-Jan-20,,2017,127.4989065
Euro area,,25-Jan-20,,2017,127.4989065
Euro area,,26-Jan-20,,2017,127.4989065
Euro area,,27-Jan-20,,2017,127.4989065
Euro area,,28-Jan-20,,2017,127.4989065
Euro area,,29-Jan-20,,2017,127.4989065
Euro area,,30-Jan-20,,2017,127.4989065
Euro area,,31-Jan-20,,2017,127.4989065
Euro area,,01-Feb-20,,2017,127.4989065
Euro area,,02-Feb-20,,2017,127.4989065
Euro area,,03-Feb-20,,2017,127.4989065
Euro area,,04-Feb-20,,2017,127.4989065
Euro area,,05-Feb-20,,2017,127.4989065
Euro area,,06-Feb-20,,2017,127.4989065
Euro area,,07-Feb-20,,2017,127.4989065
Euro area,,08-Feb-20,,2017,127.4989065
Euro area,,09-Feb-20,,2017,127.4989065
